vineyard_field_id,smoke_days,smoke_density_weighted_days,max_density_weight,area_ha,ha_smoke_days
VYD_00303,8,19,3,0.24855529082217795,1.9884423265774236
VYD_00304,8,21,3,0.4517939396549429,3.6143515172395433
VYD_00305,8,20,3,0.05970384890646621,0.4776307912517297
VYD_00306,7,18,3,0.2433910359784566,1.7037372518491962
VYD_00307,7,18,3,0.46170555812464226,3.2319389068724957
VYD_00308,8,17,3,0.5767821521689752,4.614257217351802
VYD_00309,8,18,3,0.463895258322853,3.711162066582824
VYD_00310,8,20,3,0.34662774884562664,2.773021990765013
VYD_00311,7,18,3,0.18793644590795344,1.3155551213556742
VYD_00312,8,17,3,0.20573302332510662,1.645864186600853
VYD_00313,8,20,3,0.12513901880350956,1.0011121504280764
VYD_00314,8,21,3,0.26742438955470726,2.139395116437658
VYD_00315,7,17,3,0.2528710246590724,1.7700971726135069
VYD_00316,7,16,3,0.24915074667504522,1.7440552267253167
VYD_00317,8,20,3,0.5491234801629851,4.3929878413038805
VYD_00318,8,19,3,0.13576663439265532,1.0861330751412426
VYD_00319,8,19,3,0.7966531977356441,6.373225581885153
VYD_00320,7,16,3,0.557154301874575,3.9000801131220255
VYD_00321,8,17,3,0.5857429887524173,4.685943910019338
VYD_00322,7,18,3,0.09248917564018813,0.647424229481317
VYD_00323,8,21,3,0.333501886758815,2.66801509407052
VYD_00324,8,19,3,0.5950327852476482,4.760262281981186
VYD_00325,8,17,3,0.3345452335525244,2.6763618684201953
VYD_00326,8,17,3,0.0840228814835434,0.6721830518683471
VYD_00327,8,20,3,0.4930595090220244,3.944476072176195
VYD_00328,7,19,3,0.2203881815511005,1.5427172708577035
VYD_00329,7,18,3,0.221655348858428,1.551587442008996
VYD_00330,8,20,3,0.19887341732619587,1.590987338609567
VYD_00331,8,20,3,0.2273732244659458,1.8189857957275664
VYD_00332,8,20,3,0.26945612791130574,2.155649023290446
VYD_00333,8,18,3,0.5207473045804286,4.165978436643429
VYD_00334,8,20,3,0.3770449994873826,3.016359995899061
VYD_00335,7,16,3,0.5667277459584351,3.9670942217090457
VYD_00336,7,17,3,0.15922968764879553,1.1146078135415687
VYD_00337,8,21,3,0.15100892838843646,1.2080714271074917
VYD_00338,8,17,3,0.1346397974927831,1.0771183799422648
VYD_00339,7,18,3,0.12109070880685228,0.847634961647966
VYD_00340,8,18,3,0.2704661151050648,2.1637289208405184
VYD_00341,8,21,3,0.5883438139783521,4.706750511826817
VYD_00342,8,17,3,0.5059625416743997,4.0477003333951975
VYD_00343,7,16,3,0.17405872043567164,1.2184110430497015
VYD_00344,8,21,3,0.584425938561172,4.675407508489376
VYD_00345,7,17,3,0.35450996005349755,2.481569720374483
VYD_00346,7,18,3,0.2382642271158016,1.6678495898106114
VYD_00347,8,20,3,0.3395486220399553,2.7163889763196423
VYD_00348,8,20,3,0.23122983255311275,1.849838660424902
VYD_00349,8,20,3,0.06422688892398436,0.5138151113918749
VYD_00350,8,18,3,0.2769343905395888,2.2154751243167103
VYD_00351,8,21,3,0.15394538284119177,1.2315630627295342
VYD_00352,8,19,3,0.47722154560627716,3.8177723648502173
VYD_00353,8,20,3,0.1364319851782388,1.0914558814259103
VYD_00354,8,18,3,0.1096282776084473,0.8770262208675784
VYD_00355,8,20,3,0.4822239994803604,3.857791995842883
