vineyard_field_id,NDVI_2015,NDVI_2016,NDVI_2017,NDVI_2018,NDVI_2019,NDVI_2020,NDVI_2021,area_ha,in_perimeter,recov_2020_ratio,recov_2021_ratio,drop_2019_2020,drop_2019_2021
VYD_00080,0.364272966499754,0.3781660674916763,0.3826917172638039,0.3666167923985147,0.3971782644709009,0.35519042238515997,0.34348278769521917,0.5899253384272877,0,0.8942846428374553,0.8648076151719635,-0.04198784208574091,-0.053695476775681705
VYD_00081,0.4054888908509855,0.4243685956354495,0.4378771929093349,0.4070651994811164,0.450726545519299,0.3890354208740187,0.3145570388546697,0.04945489495465841,1,0.8631295954086671,0.6978888684984299,-0.061691124645280315,-0.13616950666462935
VYD_00082,0.2631359920979385,0.19931401422342224,0.25425617965118336,0.3540995329880337,0.5518413792699838,0.4570858945222228,0.42222997943734886,0.34872667858596557,0,0.8282921717956155,0.7651292478210054,-0.09475548474776097,-0.12961139983263492
VYD_00083,0.30987820884218537,0.35306994127354085,0.355285454044992,0.3612458534000606,0.4157831400238728,0.28484239116204957,0.1874064930609502,0.12098338706456298,1,0.6850744143826875,0.4507313429067614,-0.13094074886182322,-0.2283766469629226
VYD_00084,0.5282970445678699,0.5337633930977312,0.5279208832394646,0.5106387230921272,0.5277179350197465,0.5469510208031558,0.5354683904066271,0.2925007562700153,0,1.0364457686712687,1.0146867386392515,0.01923308578340932,0.0077504553868805726
VYD_00085,0.2893933710980542,0.3024834834931703,0.30482634878825227,0.2936553207012219,0.30643974950205477,0.2902580996929693,0.26880349014213273,0.3691714283879826,1,0.9471946774679864,0.8771821885996233,-0.016181649809085485,-0.03763625935992204
VYD_00086,0.4594268588097744,0.48556279345016995,0.5037199696632491,0.49155288191354524,0.520233577598969,0.4825372339590736,0.4184288978917648,0.10735487044946412,0,0.9275395797905335,0.8043096714805246,-0.037696343639895435,-0.10180467970720425
VYD_00087,0.4667371057628657,0.5155891814705262,0.507424241393904,0.48667798563423625,0.4685499684199343,0.36161444610496524,0.21954614083149013,0.10973549682015102,0,0.7717734937095783,0.4685650530974395,-0.10693552231496906,-0.24900382758844417
VYD_00088,0.7519959653625966,0.7012026125392994,0.6960079941804668,0.6743631262739164,0.7407980137262021,0.7313086969762288,0.6532166764766227,0.291768166952542,0,0.9871904128059925,0.8817743357476802,-0.009489316749973331,-0.0875813372495794
VYD_00089,0.4642851620475888,0.420029972411774,0.4165017942587534,0.4205917959794019,0.42032497657306034,0.3891185771523814,0.3597560767289046,0.334267866064757,0,0.9257564951883018,0.8558998317492852,-0.031206399420678932,-0.060568899844155755
VYD_00090,0.4645015532516641,0.40985377389498706,0.4574538014626575,0.3262223486993968,0.42743355900139246,0.5328375361297065,0.4834493443684995,0.04071878981485793,0,1.2465973363780045,1.1310514445753301,0.10540397712831406,0.05601578536710705
VYD_00091,0.6195983106385532,0.596880887608304,0.5806474993094556,0.5803467534852091,0.5828018770192477,0.5249435251515466,0.45324491811924345,0.5639312997720254,1,0.9007238065813741,0.7776998256034693,-0.05785835186770105,-0.12955695890000424
VYD_00092,0.24025992968032928,0.25888572445120484,0.2531910265150964,0.24230556842253265,0.24164910828558822,0.21038881106475654,0.2096830787916911,0.21768440739440667,0,0.870637647113155,0.8677171634495804,-0.03126029722083168,-0.031966029493897125
VYD_00093,0.38015072600072003,0.367233123375632,0.39681866087696777,0.3830120075307656,0.39562200404666864,0.33988640133430637,0.3216805480541354,0.347653246852671,1,0.8591190526758781,0.8131007496139903,-0.055735602712362275,-0.07394145599253327
